REPORTING_PERIOD_START,REPORTING_PERIOD_END,STATUS,BREAKDOWN,PRIMARY_LEVEL,PRIMARY_LEVEL_DESCRIPTION,SECONDARY_LEVEL,SECONDARY_LEVEL_DESCRIPTION,METRIC,METRIC_NAME,METRIC_VALUE
01/09/2025,30/09/2025,Latest Available Data,Ethnicity,D,White and Black Caribbean,NONE,NONE,ASD18b,Number of patients with an open suspected autism referral in the month that has been open for at least 13 weeks that have not had a care contact appointment recorded,1870
01/09/2025,30/09/2025,Latest Available Data,Ethnicity,D,White and Black Caribbean,NONE,NONE,ASD18c,Number of patients aged 0 to 17 with an open suspected autism referral in the month that has been open for at least 13 weeks receiving a first appointment in 13 weeks or less,80
01/09/2025,30/09/2025,Latest Available Data,Ethnicity,D,White and Black Caribbean,NONE,NONE,ASD18d,Number of patients aged 18 and over with an open suspected autism referral in the month that has been open for at least 13 weeks receiving a first appointment in 13 weeks or less,25
01/09/2025,30/09/2025,Latest Available Data,Ethnicity,D,White and Black Caribbean,NONE,NONE,ASD18e,Number of patients aged 0 to 17 with an open suspected autism referral in the month that has been open for at least 13 weeks receiving a first appointment after more than 13 weeks,290
01/09/2025,30/09/2025,Latest Available Data,Ethnicity,D,White and Black Caribbean,NONE,NONE,ASD18f,Number of patients aged 0 to 17 with an open suspected autism referral in the month that has been open for at least 13 weeks that have not had a care contact appointment recorded,1235
01/09/2025,30/09/2025,Latest Available Data,Ethnicity,D,White and Black Caribbean,NONE,NONE,ASD18g,Number of patients aged 18 and over with an open suspected autism referral in the month that has been open for at least 13 weeks receiving a first appointment after more than 13 weeks,85
01/09/2025,30/09/2025,Latest Available Data,Ethnicity,D,White and Black Caribbean,NONE,NONE,ASD18h,Number of patients aged 18 and over with an open suspected autism referral in the month that has been open for at least 13 weeks that have not had a care contact appointment recorded,635
01/09/2025,30/09/2025,Latest Available Data,Ethnicity,D,White and Black Caribbean,NONE,NONE,ASD19,Proportion of patients with an open suspected autism referral in the month that has been open for at least 13 weeks receiving a first appointment in 13 weeks or less,5
01/09/2025,30/09/2025,Latest Available Data,Ethnicity,D,White and Black Caribbean,NONE,NONE,ASD19a,Proportion of patients with an open suspected autism referral in the month that has been open for at least 13 weeks receiving a first appointment after more than 13 weeks,16
01/09/2025,30/09/2025,Latest Available Data,Ethnicity,D,White and Black Caribbean,NONE,NONE,ASD19b,Proportion of patients with an open suspected autism referral in the month that has been open for at least 13 weeks that have not had a care contact appointment recorded,80
01/09/2025,30/09/2025,Latest Available Data,Ethnicity,D,White and Black Caribbean,NONE,NONE,ASD19c,Proportion of patients aged 0 to 17 with an open suspected autism referral in the month that has been open for at least 13 weeks receiving a first appointment in 13 weeks or less,5
01/09/2025,30/09/2025,Latest Available Data,Ethnicity,D,White and Black Caribbean,NONE,NONE,ASD19d,Proportion of patients aged 18 and over with an open suspected autism referral in the month that has been open for at least 13 weeks receiving a first appointment in 13 weeks or less,4
01/09/2025,30/09/2025,Latest Available Data,Ethnicity,D,White and Black Caribbean,NONE,NONE,ASD19e,Proportion of patients aged 0 to 17 with an open suspected autism referral in the month that has been open for at least 13 weeks receiving a first appointment after more than 13 weeks,18
01/09/2025,30/09/2025,Latest Available Data,Ethnicity,D,White and Black Caribbean,NONE,NONE,ASD19f,Proportion of patients aged 0 to 17 with an open suspected autism referral in the month that has been open for at least 13 weeks that have not had a care contact appointment recorded,77
01/09/2025,30/09/2025,Latest Available Data,Ethnicity,D,White and Black Caribbean,NONE,NONE,ASD19g,Proportion of patients aged 18 and over with an open suspected autism referral in the month that has been open for at least 13 weeks receiving a first appointment after more than 13 weeks,11
01/09/2025,30/09/2025,Latest Available Data,Ethnicity,D,White and Black Caribbean,NONE,NONE,ASD19h,Proportion of patients aged 18 and over with an open suspected autism referral in the month that has been open for at least 13 weeks that have not had a care contact appointment recorded,85
01/09/2025,30/09/2025,Latest Available Data,Ethnicity,D,White and Black Caribbean,NONE,NONE,ASD20,Number of patients which have an open suspected autism referral in the month receiving at least one care contact in the month,175
01/09/2025,30/09/2025,Latest Available Data,Ethnicity,D,White and Black Caribbean,NONE,NONE,ASD20a,Number of patients aged 0 to 17 which have an open suspected autism referral in the month receiving at least one care contact in the month,105
01/09/2025,30/09/2025,Latest Available Data,Ethnicity,D,White and Black Caribbean,NONE,NONE,ASD20b,Number of patients aged 18 and over which have an open suspected autism referral in the month receiving at least one care contact in the month,65
01/09/2025,30/09/2025,Latest Available Data,Ethnicity,D,White and Black Caribbean,NONE,NONE,ASD21,Number of patients with an open suspected autism referral receiving an autism diagnosis in the month,5
01/09/2025,30/09/2025,Latest Available Data,Ethnicity,D,White and Black Caribbean,NONE,NONE,ASD21a,Number of patients aged 0 to 17 with an open suspected autism referral receiving an autism diagnosis in the month,*
01/09/2025,30/09/2025,Latest Available Data,Ethnicity,D,White and Black Caribbean,NONE,NONE,ASD21b,Number of patients aged 18 and over with an open suspected autism referral receiving an autism diagnosis in the month,*
01/09/2025,30/09/2025,Latest Available Data,Ethnicity,D,White and Black Caribbean,NONE,NONE,ASD23,Number of patients with an open suspected autism referral receiving a Mental and Behavioural disorder diagnosis in the month that is not an autism diagnosis,*
01/09/2025,30/09/2025,Latest Available Data,Ethnicity,D,White and Black Caribbean,NONE,NONE,ASD23a,Number of patients aged 0 to 17 with an open suspected autism referral receiving a Mental and Behavioural disorder diagnosis in the month that is not an autism diagnosis,*
01/09/2025,30/09/2025,Latest Available Data,Ethnicity,D,White and Black Caribbean,NONE,NONE,ASD23b,Number of patients aged 18 and over with an open suspected autism referral receiving a Mental and Behavioural disorder diagnosis in the month that is not an autism diagnosis,*
01/09/2025,30/09/2025,Latest Available Data,Ethnicity,D,White and Black Caribbean,NONE,NONE,ASD24,Number of patients with an open suspected autism referral receiving a non-Mental and Behavioural disorder diagnosis recorded in the month,*
01/09/2025,30/09/2025,Latest Available Data,Ethnicity,D,White and Black Caribbean,NONE,NONE,ASD24a,Number of patients aged 0 to 17 with an open suspected autism referral receiving a non-Mental and Behavioural disorder diagnosis recorded in the month,*
01/09/2025,30/09/2025,Latest Available Data,Ethnicity,D,White and Black Caribbean,NONE,NONE,ASD24b,Number of patients aged 18 and over with an open suspected autism referral receiving a non-Mental and Behavioural disorder diagnosis recorded in the month,*
01/09/2025,30/09/2025,Latest Available Data,Ethnicity,D,White and Black Caribbean,NONE,NONE,ASD25,Median waiting time in days of patients with an open suspected autism referral where their first care contact was in the quarter,180
01/09/2025,30/09/2025,Latest Available Data,Ethnicity,D,White and Black Caribbean,NONE,NONE,ASD25a,Median waiting time in days of patients aged 0 to 17 with an open suspected autism referral where their first care contact was in the quarter,422
01/09/2025,30/09/2025,Latest Available Data,Ethnicity,D,White and Black Caribbean,NONE,NONE,ASD25b,Median waiting time in days of patients aged 18 and over with an open suspected autism referral where their first care contact was in the quarter,90
01/09/2025,30/09/2025,Latest Available Data,Ethnicity,D,White and Black Caribbean,NONE,NONE,ASD26,Number of open referrals of patients with an open suspected autism referral where their first care contact was in the quarter,250
01/09/2025,30/09/2025,Latest Available Data,Ethnicity,D,White and Black Caribbean,NONE,NONE,ASD26a,Number of open referrals of patients aged 0 to 17 with an open suspected autism referral where their first care contact was in the quarter,115
01/09/2025,30/09/2025,Latest Available Data,Ethnicity,D,White and Black Caribbean,NONE,NONE,ASD26b,Number of open referrals of patients aged 18 and over with an open suspected autism referral where their first care contact was in the quarter,135
01/09/2025,30/09/2025,Latest Available Data,Ethnicity,E,White and Black African,NONE,NONE,ASD12,Number of new suspected autism referrals in the month,70
01/09/2025,30/09/2025,Latest Available Data,Ethnicity,E,White and Black African,NONE,NONE,ASD12a,Number of new suspected autism referrals for those aged 0 to 17 in the month,40
01/09/2025,30/09/2025,Latest Available Data,Ethnicity,E,White and Black African,NONE,NONE,ASD12b,Number of new suspected autism referrals for those aged 18 and over in the month,30
01/09/2025,30/09/2025,Latest Available Data,Ethnicity,E,White and Black African,NONE,NONE,ASD13,Number of closed suspected autism referrals in the month,65
01/09/2025,30/09/2025,Latest Available Data,Ethnicity,E,White and Black African,NONE,NONE,ASD13a,Number of closed suspected autism referrals for those aged 0 to 17 in the month,40
01/09/2025,30/09/2025,Latest Available Data,Ethnicity,E,White and Black African,NONE,NONE,ASD13b,Number of closed suspected autism referrals for those aged 18 and over in the month,25
01/09/2025,30/09/2025,Latest Available Data,Ethnicity,E,White and Black African,NONE,NONE,ASD16,Number of patients with an open suspected autism referral in the month,1060
01/09/2025,30/09/2025,Latest Available Data,Ethnicity,E,White and Black African,NONE,NONE,ASD16a,Number of patients with an open suspected autism referral in the month that has been open for at least 13 weeks,925
01/09/2025,30/09/2025,Latest Available Data,Ethnicity,E,White and Black African,NONE,NONE,ASD16b,Number of patients aged 0 to 17 with an open suspected autism referral in the month,770
01/09/2025,30/09/2025,Latest Available Data,Ethnicity,E,White and Black African,NONE,NONE,ASD16c,Number of patients aged 0 to 17 with an open suspected autism referral in the month that has been open for at least 13 weeks,675
01/09/2025,30/09/2025,Latest Available Data,Ethnicity,E,White and Black African,NONE,NONE,ASD16d,Number of patients aged 18 and over with an open suspected autism referral in the month,290
01/09/2025,30/09/2025,Latest Available Data,Ethnicity,E,White and Black African,NONE,NONE,ASD16e,Number of patients aged 18 and over with an open suspected autism referral in the month that has been open for at least 13 weeks,245
01/09/2025,30/09/2025,Latest Available Data,Ethnicity,E,White and Black African,NONE,NONE,ASD16f,"Number of patients with an open suspected autism referral in the month per 100,000 of the population",438
01/09/2025,30/09/2025,Latest Available Data,Ethnicity,E,White and Black African,NONE,NONE,ASD16g,"Number of patients with an open suspected autism referral in the month that has been open for at least 13 weeks per 100,000 of the population",383
01/09/2025,30/09/2025,Latest Available Data,Ethnicity,E,White and Black African,NONE,NONE,ASD16h,"Number of patients aged 0 to 17 with an open suspected autism referral in the month per 100,000 of the population",602
01/09/2025,30/09/2025,Latest Available Data,Ethnicity,E,White and Black African,NONE,NONE,ASD16i,"Number of patients aged 0 to 17 with an open suspected autism referral in the month that has been open for at least 13 weeks per 100,000 of the population",530
01/09/2025,30/09/2025,Latest Available Data,Ethnicity,E,White and Black African,NONE,NONE,ASD16j,"Number of patients aged 18 and over with an open suspected autism referral in the month per 100,000 of the population",256
01/09/2025,30/09/2025,Latest Available Data,Ethnicity,E,White and Black African,NONE,NONE,ASD16k,"Number of patients aged 18 and over with an open suspected autism referral in the month that has been open for at least 13 weeks per 100,000 of the population",217
01/09/2025,30/09/2025,Latest Available Data,Ethnicity,E,White and Black African,NONE,NONE,ASD18,Number of patients with an open suspected autism referral in the month that has been open for at least 13 weeks receiving a first appointment in 13 weeks or less,45
01/09/2025,30/09/2025,Latest Available Data,Ethnicity,E,White and Black African,NONE,NONE,ASD18a,Number of patients with an open suspected autism referral in the month that has been open for at least 13 weeks receiving a first appointment after more than 13 weeks,180
01/09/2025,30/09/2025,Latest Available Data,Ethnicity,E,White and Black African,NONE,NONE,ASD18b,Number of patients with an open suspected autism referral in the month that has been open for at least 13 weeks that have not had a care contact appointment recorded,700
01/09/2025,30/09/2025,Latest Available Data,Ethnicity,E,White and Black African,NONE,NONE,ASD18c,Number of patients aged 0 to 17 with an open suspected autism referral in the month that has been open for at least 13 weeks receiving a first appointment in 13 weeks or less,30
01/09/2025,30/09/2025,Latest Available Data,Ethnicity,E,White and Black African,NONE,NONE,ASD18d,Number of patients aged 18 and over with an open suspected autism referral in the month that has been open for at least 13 weeks receiving a first appointment in 13 weeks or less,15
01/09/2025,30/09/2025,Latest Available Data,Ethnicity,E,White and Black African,NONE,NONE,ASD18e,Number of patients aged 0 to 17 with an open suspected autism referral in the month that has been open for at least 13 weeks receiving a first appointment after more than 13 weeks,150
01/09/2025,30/09/2025,Latest Available Data,Ethnicity,E,White and Black African,NONE,NONE,ASD18f,Number of patients aged 0 to 17 with an open suspected autism referral in the month that has been open for at least 13 weeks that have not had a care contact appointment recorded,500
01/09/2025,30/09/2025,Latest Available Data,Ethnicity,E,White and Black African,NONE,NONE,ASD18g,Number of patients aged 18 and over with an open suspected autism referral in the month that has been open for at least 13 weeks receiving a first appointment after more than 13 weeks,30
01/09/2025,30/09/2025,Latest Available Data,Ethnicity,E,White and Black African,NONE,NONE,ASD18h,Number of patients aged 18 and over with an open suspected autism referral in the month that has been open for at least 13 weeks that have not had a care contact appointment recorded,200
01/09/2025,30/09/2025,Latest Available Data,Ethnicity,E,White and Black African,NONE,NONE,ASD19,Proportion of patients with an open suspected autism referral in the month that has been open for at least 13 weeks receiving a first appointment in 13 weeks or less,5
01/09/2025,30/09/2025,Latest Available Data,Ethnicity,E,White and Black African,NONE,NONE,ASD19a,Proportion of patients with an open suspected autism referral in the month that has been open for at least 13 weeks receiving a first appointment after more than 13 weeks,19
01/09/2025,30/09/2025,Latest Available Data,Ethnicity,E,White and Black African,NONE,NONE,ASD19b,Proportion of patients with an open suspected autism referral in the month that has been open for at least 13 weeks that have not had a care contact appointment recorded,76
01/09/2025,30/09/2025,Latest Available Data,Ethnicity,E,White and Black African,NONE,NONE,ASD19c,Proportion of patients aged 0 to 17 with an open suspected autism referral in the month that has been open for at least 13 weeks receiving a first appointment in 13 weeks or less,4
01/09/2025,30/09/2025,Latest Available Data,Ethnicity,E,White and Black African,NONE,NONE,ASD19d,Proportion of patients aged 18 and over with an open suspected autism referral in the month that has been open for at least 13 weeks receiving a first appointment in 13 weeks or less,6
01/09/2025,30/09/2025,Latest Available Data,Ethnicity,E,White and Black African,NONE,NONE,ASD19e,Proportion of patients aged 0 to 17 with an open suspected autism referral in the month that has been open for at least 13 weeks receiving a first appointment after more than 13 weeks,22
01/09/2025,30/09/2025,Latest Available Data,Ethnicity,E,White and Black African,NONE,NONE,ASD19f,Proportion of patients aged 0 to 17 with an open suspected autism referral in the month that has been open for at least 13 weeks that have not had a care contact appointment recorded,74
01/09/2025,30/09/2025,Latest Available Data,Ethnicity,E,White and Black African,NONE,NONE,ASD19g,Proportion of patients aged 18 and over with an open suspected autism referral in the month that has been open for at least 13 weeks receiving a first appointment after more than 13 weeks,13
01/09/2025,30/09/2025,Latest Available Data,Ethnicity,E,White and Black African,NONE,NONE,ASD19h,Proportion of patients aged 18 and over with an open suspected autism referral in the month that has been open for at least 13 weeks that have not had a care contact appointment recorded,81
01/09/2025,30/09/2025,Latest Available Data,Ethnicity,E,White and Black African,NONE,NONE,ASD20,Number of patients which have an open suspected autism referral in the month receiving at least one care contact in the month,80
01/09/2025,30/09/2025,Latest Available Data,Ethnicity,E,White and Black African,NONE,NONE,ASD20a,Number of patients aged 0 to 17 which have an open suspected autism referral in the month receiving at least one care contact in the month,55
01/09/2025,30/09/2025,Latest Available Data,Ethnicity,E,White and Black African,NONE,NONE,ASD20b,Number of patients aged 18 and over which have an open suspected autism referral in the month receiving at least one care contact in the month,25
01/09/2025,30/09/2025,Latest Available Data,Ethnicity,E,White and Black African,NONE,NONE,ASD21,Number of patients with an open suspected autism referral receiving an autism diagnosis in the month,5
01/09/2025,30/09/2025,Latest Available Data,Ethnicity,E,White and Black African,NONE,NONE,ASD21a,Number of patients aged 0 to 17 with an open suspected autism referral receiving an autism diagnosis in the month,5
01/09/2025,30/09/2025,Latest Available Data,Ethnicity,E,White and Black African,NONE,NONE,ASD21b,Number of patients aged 18 and over with an open suspected autism referral receiving an autism diagnosis in the month,*
01/09/2025,30/09/2025,Latest Available Data,Ethnicity,E,White and Black African,NONE,NONE,ASD23,Number of patients with an open suspected autism referral receiving a Mental and Behavioural disorder diagnosis in the month that is not an autism diagnosis,*
01/09/2025,30/09/2025,Latest Available Data,Ethnicity,E,White and Black African,NONE,NONE,ASD23a,Number of patients aged 0 to 17 with an open suspected autism referral receiving a Mental and Behavioural disorder diagnosis in the month that is not an autism diagnosis,*
01/09/2025,30/09/2025,Latest Available Data,Ethnicity,E,White and Black African,NONE,NONE,ASD23b,Number of patients aged 18 and over with an open suspected autism referral receiving a Mental and Behavioural disorder diagnosis in the month that is not an autism diagnosis,*
01/09/2025,30/09/2025,Latest Available Data,Ethnicity,E,White and Black African,NONE,NONE,ASD24,Number of patients with an open suspected autism referral receiving a non-Mental and Behavioural disorder diagnosis recorded in the month,*
01/09/2025,30/09/2025,Latest Available Data,Ethnicity,E,White and Black African,NONE,NONE,ASD24a,Number of patients aged 0 to 17 with an open suspected autism referral receiving a non-Mental and Behavioural disorder diagnosis recorded in the month,*
01/09/2025,30/09/2025,Latest Available Data,Ethnicity,E,White and Black African,NONE,NONE,ASD24b,Number of patients aged 18 and over with an open suspected autism referral receiving a non-Mental and Behavioural disorder diagnosis recorded in the month,*
01/09/2025,30/09/2025,Latest Available Data,Ethnicity,E,White and Black African,NONE,NONE,ASD25,Median waiting time in days of patients with an open suspected autism referral where their first care contact was in the quarter,280
01/09/2025,30/09/2025,Latest Available Data,Ethnicity,E,White and Black African,NONE,NONE,ASD25a,Median waiting time in days of patients aged 0 to 17 with an open suspected autism referral where their first care contact was in the quarter,490
01/09/2025,30/09/2025,Latest Available Data,Ethnicity,E,White and Black African,NONE,NONE,ASD25b,Median waiting time in days of patients aged 18 and over with an open suspected autism referral where their first care contact was in the quarter,114
01/09/2025,30/09/2025,Latest Available Data,Ethnicity,E,White and Black African,NONE,NONE,ASD26,Number of open referrals of patients with an open suspected autism referral where their first care contact was in the quarter,110
01/09/2025,30/09/2025,Latest Available Data,Ethnicity,E,White and Black African,NONE,NONE,ASD26a,Number of open referrals of patients aged 0 to 17 with an open suspected autism referral where their first care contact was in the quarter,60
01/09/2025,30/09/2025,Latest Available Data,Ethnicity,E,White and Black African,NONE,NONE,ASD26b,Number of open referrals of patients aged 18 and over with an open suspected autism referral where their first care contact was in the quarter,50
01/09/2025,30/09/2025,Latest Available Data,Ethnicity,F,White and Asian,NONE,NONE,ASD12,Number of new suspected autism referrals in the month,90
01/09/2025,30/09/2025,Latest Available Data,Ethnicity,F,White and Asian,NONE,NONE,ASD12a,Number of new suspected autism referrals for those aged 0 to 17 in the month,50
01/09/2025,30/09/2025,Latest Available Data,Ethnicity,F,White and Asian,NONE,NONE,ASD12b,Number of new suspected autism referrals for those aged 18 and over in the month,40
01/09/2025,30/09/2025,Latest Available Data,Ethnicity,F,White and Asian,NONE,NONE,ASD13,Number of closed suspected autism referrals in the month,75
01/09/2025,30/09/2025,Latest Available Data,Ethnicity,F,White and Asian,NONE,NONE,ASD13a,Number of closed suspected autism referrals for those aged 0 to 17 in the month,35
01/09/2025,30/09/2025,Latest Available Data,Ethnicity,F,White and Asian,NONE,NONE,ASD13b,Number of closed suspected autism referrals for those aged 18 and over in the month,35
01/09/2025,30/09/2025,Latest Available Data,Ethnicity,F,White and Asian,NONE,NONE,ASD16,Number of patients with an open suspected autism referral in the month,1390
01/09/2025,30/09/2025,Latest Available Data,Ethnicity,F,White and Asian,NONE,NONE,ASD16a,Number of patients with an open suspected autism referral in the month that has been open for at least 13 weeks,1255
01/09/2025,30/09/2025,Latest Available Data,Ethnicity,F,White and Asian,NONE,NONE,ASD16b,Number of patients aged 0 to 17 with an open suspected autism referral in the month,945
01/09/2025,30/09/2025,Latest Available Data,Ethnicity,F,White and Asian,NONE,NONE,ASD16c,Number of patients aged 0 to 17 with an open suspected autism referral in the month that has been open for at least 13 weeks,865
01/09/2025,30/09/2025,Latest Available Data,Ethnicity,F,White and Asian,NONE,NONE,ASD16d,Number of patients aged 18 and over with an open suspected autism referral in the month,445
01/09/2025,30/09/2025,Latest Available Data,Ethnicity,F,White and Asian,NONE,NONE,ASD16e,Number of patients aged 18 and over with an open suspected autism referral in the month that has been open for at least 13 weeks,395
01/09/2025,30/09/2025,Latest Available Data,Ethnicity,F,White and Asian,NONE,NONE,ASD16f,"Number of patients with an open suspected autism referral in the month per 100,000 of the population",293
01/09/2025,30/09/2025,Latest Available Data,Ethnicity,F,White and Asian,NONE,NONE,ASD16g,"Number of patients with an open suspected autism referral in the month that has been open for at least 13 weeks per 100,000 of the population",265
01/09/2025,30/09/2025,Latest Available Data,Ethnicity,F,White and Asian,NONE,NONE,ASD16h,"Number of patients aged 0 to 17 with an open suspected autism referral in the month per 100,000 of the population",380
01/09/2025,30/09/2025,Latest Available Data,Ethnicity,F,White and Asian,NONE,NONE,ASD16i,"Number of patients aged 0 to 17 with an open suspected autism referral in the month that has been open for at least 13 weeks per 100,000 of the population",346
01/09/2025,30/09/2025,Latest Available Data,Ethnicity,F,White and Asian,NONE,NONE,ASD16j,"Number of patients aged 18 and over with an open suspected autism referral in the month per 100,000 of the population",197
01/09/2025,30/09/2025,Latest Available Data,Ethnicity,F,White and Asian,NONE,NONE,ASD16k,"Number of patients aged 18 and over with an open suspected autism referral in the month that has been open for at least 13 weeks per 100,000 of the population",175
01/09/2025,30/09/2025,Latest Available Data,Ethnicity,F,White and Asian,NONE,NONE,ASD18,Number of patients with an open suspected autism referral in the month that has been open for at least 13 weeks receiving a first appointment in 13 weeks or less,70
01/09/2025,30/09/2025,Latest Available Data,Ethnicity,F,White and Asian,NONE,NONE,ASD18a,Number of patients with an open suspected autism referral in the month that has been open for at least 13 weeks receiving a first appointment after more than 13 weeks,230
01/09/2025,30/09/2025,Latest Available Data,Ethnicity,F,White and Asian,NONE,NONE,ASD18b,Number of patients with an open suspected autism referral in the month that has been open for at least 13 weeks that have not had a care contact appointment recorded,960
01/09/2025,30/09/2025,Latest Available Data,Ethnicity,F,White and Asian,NONE,NONE,ASD18c,Number of patients aged 0 to 17 with an open suspected autism referral in the month that has been open for at least 13 weeks receiving a first appointment in 13 weeks or less,50
01/09/2025,30/09/2025,Latest Available Data,Ethnicity,F,White and Asian,NONE,NONE,ASD18d,Number of patients aged 18 and over with an open suspected autism referral in the month that has been open for at least 13 weeks receiving a first appointment in 13 weeks or less,15
01/09/2025,30/09/2025,Latest Available Data,Ethnicity,F,White and Asian,NONE,NONE,ASD18e,Number of patients aged 0 to 17 with an open suspected autism referral in the month that has been open for at least 13 weeks receiving a first appointment after more than 13 weeks,175
01/09/2025,30/09/2025,Latest Available Data,Ethnicity,F,White and Asian,NONE,NONE,ASD18f,Number of patients aged 0 to 17 with an open suspected autism referral in the month that has been open for at least 13 weeks that have not had a care contact appointment recorded,640
01/09/2025,30/09/2025,Latest Available Data,Ethnicity,F,White and Asian,NONE,NONE,ASD18g,Number of patients aged 18 and over with an open suspected autism referral in the month that has been open for at least 13 weeks receiving a first appointment after more than 13 weeks,55
01/09/2025,30/09/2025,Latest Available Data,Ethnicity,F,White and Asian,NONE,NONE,ASD18h,Number of patients aged 18 and over with an open suspected autism referral in the month that has been open for at least 13 weeks that have not had a care contact appointment recorded,320
01/09/2025,30/09/2025,Latest Available Data,Ethnicity,F,White and Asian,NONE,NONE,ASD19,Proportion of patients with an open suspected autism referral in the month that has been open for at least 13 weeks receiving a first appointment in 13 weeks or less,5
01/09/2025,30/09/2025,Latest Available Data,Ethnicity,F,White and Asian,NONE,NONE,ASD19a,Proportion of patients with an open suspected autism referral in the month that has been open for at least 13 weeks receiving a first appointment after more than 13 weeks,18
01/09/2025,30/09/2025,Latest Available Data,Ethnicity,F,White and Asian,NONE,NONE,ASD19b,Proportion of patients with an open suspected autism referral in the month that has been open for at least 13 weeks that have not had a care contact appointment recorded,77
01/09/2025,30/09/2025,Latest Available Data,Ethnicity,F,White and Asian,NONE,NONE,ASD19c,Proportion of patients aged 0 to 17 with an open suspected autism referral in the month that has been open for at least 13 weeks receiving a first appointment in 13 weeks or less,6
01/09/2025,30/09/2025,Latest Available Data,Ethnicity,F,White and Asian,NONE,NONE,ASD19d,Proportion of patients aged 18 and over with an open suspected autism referral in the month that has been open for at least 13 weeks receiving a first appointment in 13 weeks or less,4
01/09/2025,30/09/2025,Latest Available Data,Ethnicity,F,White and Asian,NONE,NONE,ASD19e,Proportion of patients aged 0 to 17 with an open suspected autism referral in the month that has been open for at least 13 weeks receiving a first appointment after more than 13 weeks,20
01/09/2025,30/09/2025,Latest Available Data,Ethnicity,F,White and Asian,NONE,NONE,ASD19f,Proportion of patients aged 0 to 17 with an open suspected autism referral in the month that has been open for at least 13 weeks that have not had a care contact appointment recorded,74
01/09/2025,30/09/2025,Latest Available Data,Ethnicity,F,White and Asian,NONE,NONE,ASD19g,Proportion of patients aged 18 and over with an open suspected autism referral in the month that has been open for at least 13 weeks receiving a first appointment after more than 13 weeks,15
01/09/2025,30/09/2025,Latest Available Data,Ethnicity,F,White and Asian,NONE,NONE,ASD19h,Proportion of patients aged 18 and over with an open suspected autism referral in the month that has been open for at least 13 weeks that have not had a care contact appointment recorded,82
01/09/2025,30/09/2025,Latest Available Data,Ethnicity,F,White and Asian,NONE,NONE,ASD20,Number of patients which have an open suspected autism referral in the month receiving at least one care contact in the month,110
01/09/2025,30/09/2025,Latest Available Data,Ethnicity,F,White and Asian,NONE,NONE,ASD20a,Number of patients aged 0 to 17 which have an open suspected autism referral in the month receiving at least one care contact in the month,60
01/09/2025,30/09/2025,Latest Available Data,Ethnicity,F,White and Asian,NONE,NONE,ASD20b,Number of patients aged 18 and over which have an open suspected autism referral in the month receiving at least one care contact in the month,50
01/09/2025,30/09/2025,Latest Available Data,Ethnicity,F,White and Asian,NONE,NONE,ASD21,Number of patients with an open suspected autism referral receiving an autism diagnosis in the month,*
01/09/2025,30/09/2025,Latest Available Data,Ethnicity,F,White and Asian,NONE,NONE,ASD21a,Number of patients aged 0 to 17 with an open suspected autism referral receiving an autism diagnosis in the month,*
01/09/2025,30/09/2025,Latest Available Data,Ethnicity,F,White and Asian,NONE,NONE,ASD21b,Number of patients aged 18 and over with an open suspected autism referral receiving an autism diagnosis in the month,*
01/09/2025,30/09/2025,Latest Available Data,Ethnicity,F,White and Asian,NONE,NONE,ASD23,Number of patients with an open suspected autism referral receiving a Mental and Behavioural disorder diagnosis in the month that is not an autism diagnosis,*
01/09/2025,30/09/2025,Latest Available Data,Ethnicity,F,White and Asian,NONE,NONE,ASD23a,Number of patients aged 0 to 17 with an open suspected autism referral receiving a Mental and Behavioural disorder diagnosis in the month that is not an autism diagnosis,*
01/09/2025,30/09/2025,Latest Available Data,Ethnicity,F,White and Asian,NONE,NONE,ASD23b,Number of patients aged 18 and over with an open suspected autism referral receiving a Mental and Behavioural disorder diagnosis in the month that is not an autism diagnosis,*
01/09/2025,30/09/2025,Latest Available Data,Ethnicity,F,White and Asian,NONE,NONE,ASD24,Number of patients with an open suspected autism referral receiving a non-Mental and Behavioural disorder diagnosis recorded in the month,*
01/09/2025,30/09/2025,Latest Available Data,Ethnicity,F,White and Asian,NONE,NONE,ASD24a,Number of patients aged 0 to 17 with an open suspected autism referral receiving a non-Mental and Behavioural disorder diagnosis recorded in the month,*
01/09/2025,30/09/2025,Latest Available Data,Ethnicity,F,White and Asian,NONE,NONE,ASD24b,Number of patients aged 18 and over with an open suspected autism referral receiving a non-Mental and Behavioural disorder diagnosis recorded in the month,*
01/09/2025,30/09/2025,Latest Available Data,Ethnicity,F,White and Asian,NONE,NONE,ASD25,Median waiting time in days of patients with an open suspected autism referral where their first care contact was in the quarter,140
01/09/2025,30/09/2025,Latest Available Data,Ethnicity,F,White and Asian,NONE,NONE,ASD25a,Median waiting time in days of patients aged 0 to 17 with an open suspected autism referral where their first care contact was in the quarter,563
01/09/2025,30/09/2025,Latest Available Data,Ethnicity,F,White and Asian,NONE,NONE,ASD25b,Median waiting time in days of patients aged 18 and over with an open suspected autism referral where their first care contact was in the quarter,77
01/09/2025,30/09/2025,Latest Available Data,Ethnicity,F,White and Asian,NONE,NONE,ASD26,Number of open referrals of patients with an open suspected autism referral where their first care contact was in the quarter,160
01/09/2025,30/09/2025,Latest Available Data,Ethnicity,F,White and Asian,NONE,NONE,ASD26a,Number of open referrals of patients aged 0 to 17 with an open suspected autism referral where their first care contact was in the quarter,65
